"Tabell 4A: Döda juli-december 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-
N13.4,Hydrouretär,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
N13.6,Pyonefros,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N13.8,"Annan specificerad uropati orsakad av avflödeshinder och reflux",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N13.9,"Uropati orsakad av avflödeshinder och reflux, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
N14.1,"Nefropati orsakad av andra läkemedel och biologiska substanser",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N15.1,"Renal och perirenal abscess",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N15.9,"Tubulo-interstitiell njursjukdom, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N17-N19,Njursvikt,Kv,190,-,-,-,-,-,-,-,-,-,-,-,1,2,3,5,13,18,23,35,55,35
,,M,212,-,-,-,-,-,-,-,-,-,-,1,3,3,5,8,21,35,28,56,36,16
N17.0,"Akut njursvikt med tubulär nekros",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-
N17.9,"Akut njursvikt, ospecificerad",Kv,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,2,9,12,5
,,M,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,7,3,6,1,-
N18.3,"Kronisk njursvikt, stadium 3",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N18.4,"Kronisk njursvikt, stadium 4",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,-
N18.5,"Kronisk njursvikt, stadium 5",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,1,-,-
,,M,18,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,4,3,4,2,1
N18.9,"Kronisk njursvikt, ospecificerad",Kv,114,-,-,-,-,-,-,-,-,-,-,-,1,2,3,2,10,6,15,18,32,25
,,M,142,-,-,-,-,-,-,-,-,-,-,-,3,2,4,5,13,15,21,39,27,13
N19,"Njursvikt, icke specificerad som akut eller kronisk",Kv,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,5,6,9,5
,,M,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,1,5,5,2
N20-N23,"Sten i urinvägarna",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,3,-,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,3,1,2,-
N20.0,Njursten,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,-
N20.1,Uretärsten,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-,1,-
N25-N29,"Andra sjukdomar i njure och urinledare",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N28.8,"Andra specificerade sjukdomar i njure och uretär",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N30-N39,"Andra sjukdomar i urinorganen",Kv,82,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,7,18,22,14,17
,,M,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,8,7,24,28,11
N30.0,"Akut cystit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
N30.9,"Cystit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N32.1,"Vesikointestinal fistel",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
N32.3,Blåsdivertikel,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N32.8,"Andra specificerade sjukdomar i urinblåsan",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-
N39.0,"Urinvägsinfektion, utan angiven lokalisation",Kv,80,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,7,18,22,13,16
,,M,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,6,7,23,25,10
N40-N51,"Sjukdomar i de manliga könsorganen",M,38,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,2,5,10,12,3
N40,Prostataförstoring,M,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,8,11,3
N41.2,"Abscess i prostata",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N42.9,"Sjukdom i prostata, ospecificerad",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-
N45.9,"Orkit, epididymit och epididymo-orkit utan abscess",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N47,Förhudssjukdomar,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N49.2,"Inflammation i skrotum",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
N49.8,"Inflammatoriska sjukdomar i andra specificerade manliga könsorgan",M,5,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,1,-,-,-
N60-N64,"Sjukdomar i bröstkörtel",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N63,"Icke specificerad knuta i bröstkörtel",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N70-N77,"Inflammatoriska sjukdomar i de kvinnliga bäckenorganen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-
N73.9,"Inflammatorisk sjukdom i det kvinnliga bäckenet, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
N76.4,"Abscess i vulva",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
N80-N98,"Icke inflammatoriska sjukdomar i de kvinnliga könsorganen",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1
N81.9,"Genital prolaps hos kvinna, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N83.2,"Andra och ospecificerade ovarialcystor",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N93.9,"Onormal blödning från uterus och vagina, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N94.8,"Andra specificerade tillstånd som har samband med de kvinnliga könsorganen och menstruationscykeln",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N95.2,"Atrofisk vaginit efter menopausen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"O00-O99","KAP XV. GRAVIDITET, FÖRLOSSNING OCH BARNSÄNGSTID",Kv,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
O00-O08,"Graviditet som avslutas med abort",Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
O00.9,"Extrauteringraviditet, ospecificerad",Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
O85-O92,"Komplikationer huvudsakligen sammanhängande med barnsängstiden",Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
O88.1,Fostervattenemboli,Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"P00-P96","KAP XVI. VISSA PERINATALA TILLSTÅND",Kv,31,29,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-
,,M,43,42,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P00-P04,"Foster och nyfödd som påverkats av tillstånd hos modern och av komplikationer vid graviditet, värkarbete och förlossning",Kv,6,5,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P00.0,"Foster och nyfödd som påverkats av högt blodtryck hos modern",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P01.2,"Foster och nyfödd som påverkats av oligohydramnion",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.1,"Foster och nyfödd som påverkats av andra former av placentaavlossning och placentablödning",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.2,"Foster och nyfödd som påverkats av andra och ospecificerade morfologiska och funktionella rubbningar hos placenta",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.3,"Foster och nyfödd som påverkats av placentalt transfusionssyndrom",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.6,"Foster och nyfödd som påverkats av andra och ospecificerade tillstånd hos navelsträngen",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.7,"Foster och nyfödd som påverkats av korioamnionit",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P04.1,"Foster och nyfödd som påverkats av annat läkemedel som givits till modern",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
P05-P08,"Sjukdomar som har samband med graviditetslängd och fostertillväxt",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P07.2,"Höggradigt underburet barn",M,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P07.3,"Andra underburna barn",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P20-P29,"Sjukdomar i andningsorgan och cirkulationsorgan specifika för den perinatala perioden",Kv,14,13,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,M,20,19,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P20.9,"Intrauterin hypoxi, ospecificerad",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P21.0,"Svår asfyxi vid förlossningen",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,4,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P21.9,"Asfyxi vid förlossningen, ospecificerad",Kv,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P22.0,"Respiratory distress syndrome hos nyfödd",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P24.0,"Mekoniumaspiration hos nyfödd",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P25.1,"Pneumotorax under den perinatala perioden",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P27.1,"Bronkopulmonell dysplasi under den perinatala perioden",Kv,3,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P27.9,"Ospecificerad kronisk sjukdom i andningsorganen under den perinatala perioden",M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P28.0,"Primär atelektas hos nyfödd",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P28.8,"Annat specificerat tillstånd i andningsorganen hos nyfödd",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P29.1,"Hjärtdysrytmi hos nyfödd",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P29.9,"Ospecificerad sjukdom i cirkulationsorganen under den perinatala perioden",M,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P35-P39,"Infektioner specifika för den perinatala perioden",Kv,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.0,"Sepsis hos nyfödd orsakad av streptokocker grupp B",M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.2,"Sepsis hos nyfödd orsakad av Staphylococcus aureus",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.4,"Sepsis hos nyfödd orsakad av Escherichia coli",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.8,"Annan specificerad bakteriell sepsis hos nyfödd",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.9,"Ospecificerad bakteriell sepsis hos nyfödd",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P50-P61,"Blödningssjukdomar och blodsjukdomar hos foster och nyfödd",Kv,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P52.3,"Ospecificerad intraventrikulär, icke-traumatisk blödning hos foster och nyfödd",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P52.4,"Intracerebral, icke-traumatisk blödning hos foster och nyfödd",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P61.3,"Medfödd anemi på grund av blodförlust under fostertiden",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P61.4,"Andra medfödda anemier som ej klassificeras på annan plats",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P75-P78,"Sjukdomar i matsmältningsorganen hos foster och nyfödd",Kv,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P76.0,Mekoniumpluggsyndrom,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P77,"Nekrotiserande enterokolit (tarminflammation med vävnadsdöd) hos foster och nyfödd",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P78.0,"Tarmperforation hos foster och nyfödd",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P78.8,"Andra specificerade sjukdomar i matsmältningsorganen hos foster och nyfödd",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P80-P83,"Tillstånd som engagerar hud och temperaturreglering hos foster och nyfödd",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P83.2,"Hydrops fetalis som ej beror på hemolytisk sjukdom",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P90-P96,"Andra sjukdomar och rubbningar under den perinatala perioden",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P91.6,"Hypoxisk ischemisk encefalopati hos nyfödd [HIE]",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P96.9,"Ospecificerat tillstånd under den perinatala perioden",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Q00-Q99","KAP XVII. MEDFÖDDA MISSBILDNINGAR, DEFORMITETER OCH KROMOSOMAVVIKELSER",Kv,54,11,2,1,-,2,-,2,-,-,-,4,1,6,6,5,2,2,7,2,1,-
,,M,55,11,4,-,1,1,-,2,1,1,1,3,5,5,9,1,2,5,1,1,1,-
Q00-Q07,"Medfödda missbildningar av nervsystemet",Kv,2,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,6,1,2,-,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Q02,"Mikrocefali (liten hjärna)",M,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q04.0,"Medfödda missbildningar av corpus callosum",Kv,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q04.3,"Andra missbildningar i form av reducerad hjärnvävnad",M,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q04.9,"Medfödd missbildning av hjärnan, ospecificerad",M,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q05.9,"Spina bifida, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q20-Q28,"Medfödda missbildningar av cirkulationsorganen",Kv,14,4,-,-,-,1,-,1,-,-,-,-,1,2,1,1,-,1,2,-,-,-
,,M,14,3,1,-,-,1,-,1,-,1,1,1,1,-,-,-,1,1,1,1,-,-
Q20.0,"Truncus communis",M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q21.0,Kammarseptumdefekt,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q21.1,Förmaksseptumdefekt,Kv,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Q22.3,"Andra medfödda missbildningar av pulmonalisklaff",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q22.5,"Ebsteins anomali",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
Q23.0,"Medfödd aortaklaffstenos",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,4,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
Q23.1,"Medfödd aortaklaffinsufficiens",M,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-
Q23.4,"Hypoplastiskt vänsterkammarsyndrom",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q24.0,Dextrokardi,Kv,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q24.5,Kranskärlsmissbildning,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Q24.6,"Medfött hjärtblock",M,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q24.9,"Medfödd hjärtmissbildning, ospecificerad",Kv,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
Q25.1,"Coarctatio aortae",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
Q25.5,"Atresi av lungartären",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q25.7,"Andra medfödda missbildningar av lungartären",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q27.9,"Medfödd missbildning av det perifera kärlsystemet, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
Q28.2,"Arteriovenös missbildning av cerebrala kärl",M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Q28.3,"Andra missbildningar av cerebrala kärl",Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
Q30-Q34,"Medfödda missbildningar av andningsorganen",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q33.6,"Hypoplasi och dysplasi av lunga",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q38-Q45,"Andra medfödda missbildningar av matsmältningsorganen",Kv,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q43.1,"Hirschsprungs sjukdom",Kv,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q44.7,"Andra medfödda missbildningar av levern",Kv,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q60-Q64,"Medfödda missbildningar av urinorganen",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,3,2,1,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,-,1,-
Q60.3,"Njurhypoplasi, ensidig",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
Q61.3,"Polycystisk njure, ospecificerad",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,2,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,-,-,-
Q61.9,"Cystisk njursjukdom, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
Q63.8,"Andra specificerade medfödda missbildningar av njure",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
Q65-Q79,"Medfödda missbildningar och deformiteter av muskler och skelett",Kv,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-
Q76.1,"Klippel-Feils syndrom",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
Q79.0,"Medfött diafragmabråck",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Q79.6,"Ehlers-Danlos syndrom",M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q79.9,"Medfödd missbildning av muskler och skelett, ospecificerad",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q80-Q89,"Andra medfödda missbildningar",Kv,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
,,M,7,3,1,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-
Q82.4,"Ektodermal dysplasi (anhidrotisk)",M,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q82.8,"Andra specificerade medfödda missbildningar av huden",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q85.1,"Tuberös skleros",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Q85.8,"Andra specificerade fakomatoser som ej klassificeras på annan plats",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
Q87.4,"Marfans syndrom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Q87.8,"Andra specificerade medfödda missbildningssyndrom som ej klassificeras på annan plats",Kv,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q89.8,"Andra specificerade medfödda missbildningar",Kv,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q89.9,"Medfödd missbildning, ospecificerad",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q90-Q99,"Kromosomavvikelser som ej klassificeras annorstädes",Kv,19,1,-,1,-,-,-,-,-,-,-,3,-,3,5,4,2,-,-,-,-,-
,,M,19,3,-,-,-,-,-,-,-,-,-,2,2,2,7,1,1,1,-,-,-,-
Q90.9,"Downs syndrom, ospecificerat",Kv,14,-,-,-,-,-,-,-,-,-,-,2,-,3,4,4,1,-,-,-,-,-
,,M,16,1,-,-,-,-,-,-,-,-,-,2,2,2,7,1,-,1,-,-,-,-
Q91.3,"Trisomi 18, ospecificerad",Kv,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q91.7,"Trisomi 13, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Q92.3,"Liten partiell trisomi",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q96.9,"Turners syndrom, ospecificerat",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
