"Tabell4A:Dödajanuari-juni2021efterunderliggandedödsorsakenligtICD:sdetaljlista,könochålder.Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,1
N18.5,"Kronisk njursvikt, stadium 5",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,1,1
,,M,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,4,5,-
N18.9,"Kronisk njursvikt, ospecificerad",Kv,134,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,8,22,12,31,30,25
,,M,145,-,-,-,-,-,-,-,-,-,-,-,1,1,6,2,10,21,24,41,22,17
N19,"Njursvikt, icke specificerad som akut eller kronisk",Kv,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,8,2
,,M,23,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,4,3,6,5,2
N20-N23,Sten i urinvägarna,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1
,,M,12,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,1,5,1,-,-
N20.0,Njursten,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,-,-
N20.1,Uretärsten,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,-,-,-
N20.2,Njursten med uretärsten,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-
N21.0,Sten i urinblåsan,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N25-N29,Andra sjukdomar i njure och urinledare,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-
N28.8,Andra specificerade sjukdomar i njure och uretär,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-
N30-N39,Andra sjukdomar i urinorganen,Kv,72,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,8,8,19,20,11
,,M,89,-,-,-,-,-,-,-,-,-,-,-,1,1,1,5,8,9,13,17,25,9
N30.0,Akut cystit,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
N30.8,Annan specificerad cystit,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N31.2,Neurogen blåsfunktionsrubbning med hypokontraktil (hypoton) blåsa som ej klassificeras på annan plats,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
N32.1,Vesikointestinal fistel,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
N32.3,Blåsdivertikel,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N35.9,"Uretrastriktur, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N39.0,"Urinvägsinfektion, utan angiven lokalisation",Kv,71,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,1,8,8,19,20,11
,,M,84,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,7,7,12,17,25,9
N40-N51,Sjukdomar i de manliga könsorganen,M,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,2,7,4,2
N40,Prostataförstoring,M,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,6,4,2
N45.9,"Orkit, epididymit och epididymo-orkit utan abscess",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N49.8,Inflammatoriska sjukdomar i andra specificerade manliga könsorgan,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N80-N98,Icke inflammatoriska sjukdomar i de kvinnliga könsorganen,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,2
N81.6,Rektocele,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N82.0,Vesikovaginal fistel,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N83.2,Andra och ospecificerade ovarialcystor,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N93.9,"Onormal blödning från uterus och vagina, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
N95.0,Postmenopausal blödning,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
P00-P96,KAP XVI. VISSA PERINATALA TILLSTÅND,Kv,33,29,-,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,29,28,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
P00-P04,"Foster och nyfödd som påverkats av tillstånd hos modern och av komplikationer vid graviditet, värkarbete och förlossning",Kv,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P00.0,Foster och nyfödd som påverkats av högt blodtryck hos modern,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.1,Foster och nyfödd som påverkats av andra former av placentaavlossning och placentablödning,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.4,Foster och nyfödd som påverkats av framfall av navelsträngen,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.7,Foster och nyfödd som påverkats av korioamnionit,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P03.1,"Foster och nyfödd som påverkats av andra onormala bjudningar, fellägen eller disproportion mellan bäcken och fosterstorlek",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P03.8,Foster och nyfödd som påverkats av andra specificerade komplikationer under värkarbete och förlossning,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P05-P08,Sjukdomar som har samband med graviditetslängd och fostertillväxt,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P07.2,Höggradigt underburet barn,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P10-P15,Förlossningsskador,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
P12.2,Epikraniell subaponeurotisk blödning orsakad av förlossningsskada,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P12.8,Andra specificerade förlossningsskador på huvudet,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P15.9,"Förlossningsskada, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
P20-P29,Sjukdomar i andningsorgan och cirkulationsorgan specifika för den perinatala perioden,Kv,15,12,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P20.9,"Intrauterin hypoxi, ospecificerad",Kv,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P21.0,Svår asfyxi vid förlossningen,Kv,3,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P21.9,"Asfyxi vid förlossningen, ospecificerad",Kv,6,4,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P26.9,Ospecificerad lungblödning under den perinatala perioden,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P27.1,Bronkopulmonell dysplasi under den perinatala perioden,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P27.9,Ospecificerad kronisk sjukdom i andningsorganen under den perinatala perioden,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P28.0,Primär atelektas hos nyfödd,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P28.5,Frånvaro av andning hos nyfödd,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P29.1,Hjärtdysrytmi hos nyfödd,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P29.3,Kvardröjande fostercirkulation,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P29.9,Ospecificerad sjukdom i cirkulationsorganen under den perinatala perioden,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P35-P39,Infektioner specifika för den perinatala perioden,Kv,4,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P35.1,Medfödd cytomegalvirusinfektion,Kv,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.0,Sepsis hos nyfödd orsakad av streptokocker grupp B,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.9,Ospecificerad bakteriell sepsis hos nyfödd,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P39.9,"Infektion specifik för den perinatala perioden, ospecificerad",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P50-P61,Blödningssjukdomar och blodsjukdomar hos foster och nyfödd,Kv,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P52.1,"Intraventrikulär, icke-traumatisk blödning grad 2 hos foster och nyfödd",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P52.3,"Ospecificerad intraventrikulär, icke-traumatisk blödning hos foster och nyfödd",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P52.4,"Intracerebral, icke-traumatisk blödning hos foster och nyfödd",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P54.9,Ospecificerad blödning hos nyfödd,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P61.4,Andra medfödda anemier som ej klassificeras på annan plats,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P75-P78,Sjukdomar i matsmältningsorganen hos foster och nyfödd,Kv,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P77,Nekrotiserande enterokolit (tarminflammation med vävnadsdöd) hos foster och nyfödd,Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P78.8,Andra specificerade sjukdomar i matsmältningsorganen hos foster och nyfödd,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P80-P83,Tillstånd som engagerar hud och temperaturreglering hos foster och nyfödd,Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P83.2,Hydrops fetalis som ej beror på hemolytisk sjukdom,Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P90-P96,Andra sjukdomar och rubbningar under den perinatala perioden,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P90,Kramper hos nyfödd,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q00-Q99,"KAP XVII. MEDFÖDDA MISSBILDNINGAR, DEFORMITETER OCH KROMOSOMAVVIKELSER",Kv,43,7,3,1,1,1,1,1,1,-,1,1,2,5,6,4,3,2,2,-,1,-
,,M,58,16,1,1,-,1,-,1,3,2,1,1,6,3,5,7,2,3,3,1,1,-
Q00-Q07,Medfödda missbildningar av nervsystemet,Kv,10,1,1,1,1,1,1,-,-,-,1,1,-,-,-,1,1,-,-,-,-,-
,,M,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
Q02,Mikrocefali (liten hjärna),Kv,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q03.9,"Medfödd hydrocefalus, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
Q04.0,Medfödda missbildningar av corpus callosum,Kv,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q04.8,Andra specificerade medfödda missbildningar i hjärnan,Kv,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Q04.9,"Medfödd missbildning av hjärnan, ospecificerad",Kv,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q05.2,Lumbal spina bifida med hydrocefalus,Kv,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q05.9,"Spina bifida, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
Q07.9,"Medfödd missbildning i nervsystemet, ospecificerad",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q20-Q28,Medfödda missbildningar av cirkulationsorganen,Kv,5,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,1,-,-,-,-
,,M,20,6,-,-,-,-,-,-,2,-,1,-,3,1,1,2,1,-,2,1,-,-
Q20.4,Dubbelt inflöde till kammare,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q20.5,Diskordant atrioventrikulär förbindelse,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
Q20.8,Andra specificerade medfödda missbildningar av hjärtats kamrar och förbindelser,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q21.1,Förmaksseptumdefekt,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
Q23.0,Medfödd aortaklaffstenos,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q23.1,Medfödd aortaklaffinsufficiens,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-
Q23.2,Medfödd mitralisstenos,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q23.9,"Medfödd missbildning av aortaklaff och mitralisklaff, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
Q24.5,Kranskärlsmissbildning,M,3,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
Q24.9,"Medfödd hjärtmissbildning, ospecificerad",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,4,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
Q25.6,Stenos av lungartären,M,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-
Q27.9,"Medfödd missbildning av det perifera kärlsystemet, ospecificerad",M,3,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-
Q28.3,Andra missbildningar av cerebrala kärl,Kv,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
Q30-Q34,Medfödda missbildningar av andningsorganen,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q33.6,Hypoplasi och dysplasi av lunga,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q38-Q45,Andra medfödda missbildningar av matsmältningsorganen,Kv,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q39.6,Divertikel i esofagus,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
Q41.0,"Medfödd avsaknad, atresi och stenos av duodenum",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q43.3,Medfödd missbildning av tarmfästet,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q60-Q64,Medfödda missbildningar av urinorganen,Kv,6,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,1,-,-,-
,,M,9,3,1,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,-,-,1,-
Q60.0,"Njuragenesi, ensidig",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
Q60.2,"Njuragenesi, ospecificerad",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q61.3,"Polycystisk njure, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,-,-,-
,,M,6,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,-,-,1,-
Q62.7,Medfödd vesikoureterorenal reflux,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q64.3,Annan atresi och stenos av uretra och blåshals,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q65-Q79,Medfödda missbildningar och deformiteter av muskler och skelett,Kv,2,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Q77.8,Andra specificerade osteokondrodysplasier med bristande tillväxt av rörben och kotpelare,Kv,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q79.6,Ehlers-Danlos syndrom,Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Q80-Q89,Andra medfödda missbildningar,Kv,3,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-
,,M,8,1,-,-,-,-,-,1,1,2,-,-,1,-,1,1,-,-,-,-,-,-
Q85.1,Tuberös skleros,M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Q85.8,Andra specificerade fakomatoser som ej klassificeras på annan plats,M,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-
Q87.1,Medfödda missbildningssyndrom som främst är förenade med kortväxthet,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Q87.3,Medfödda missbildningssyndrom som omfattar tidig överdriven tillväxt,M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q87.4,Marfans syndrom,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
Q87.8,Andra specificerade medfödda missbildningssyndrom som ej klassificeras på annan plats,Kv,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-
Q89.3,Situs inversus,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Q89.9,"Medfödd missbildning, ospecificerad",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q90-Q99,Kromosomavvikelser som ej klassificeras annorstädes,Kv,15,3,1,-,-,-,-,-,-,-,-,-,1,3,5,2,-,-,-,-,-,-
,,M,16,2,-,1,-,1,-,-,-,-,-,1,1,2,3,4,-,-,1,-,-,-
Q90.9,"Downs syndrom, ospecificerat",Kv,11,-,-,-,-,-,-,-,-,-,-,-,1,3,5,2,-,-,-,-,-,-
,,M,12,-,-,-,-,1,-,-,-,-,-,-,1,2,3,4,-,-,1,-,-,-
Q91.1,"Trisomi 18, mosaicism (mitotisk nondisjunction)",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q91.3,"Trisomi 18, ospecificerad",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q93.5,Andra deletioner av del av kromosom,Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q93.8,Andra deletioner i autosomer,M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Q99.8,Andra specificerade kromosomavvikelser,Kv,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q99.9,"Kromosomavvikelse, ospecificerad",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
R00-R99,"KAP XVIII. SYMTOM, SJUKDOMSTECKEN OCH ONORMALA FYND SOM EJ KLASSIFICERAS ANNORSTÄDES",Kv,1019,9,1,-,1,3,4,8,14,8,9,14,19,25,38,49,61,83,117,157,206,193
,,M,1318,9,-,1,1,8,15,23,19,19,23,36,60,69,107,139,177,181,153,129,96,53
R00-R09,Symtom och sjukdomstecken från cirkulationsorganen och andningsorganen,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,-
R00.1,"Bradykardi, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
R01.1,"Hjärtblåsljud, ospecificerat",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R04.8,Blödning från andra lokalisationer i luftvägarna,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
R06.0,Dyspné,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
R06.8,Andra och ospecificerade andningsrubbningar,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
R09.0,Asfyxi,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
R09.2,Andningsstillestånd,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
R10-R19,Symtom och sjukdomstecken från matsmältningsorganen och buken,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
R13,Sväljningssvårigheter,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
R40-R46,"Symtom och sjukdomstecken avseende intellektuella funktioner, uppfattningsförmåga, känsloläge och beteende",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R41.0,"Desorientering, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R41.8,Andra och ospecificerade symtom och sjukdomstecken som engagerar uppfattningsförmåga och varseblivning,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R50-R69,Allmänna symtom och sjukdomstecken,Kv,351,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,11,20,51,107,155
,,M,164,-,-,-,-,-,-,-,-,-,1,-,1,-,-,6,9,9,24,29,45,40
R53,Sjukdomskänsla och trötthet,Kv,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,8,5
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,3
R54,Senilitet,Kv,221,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,5,28,67,117
,,M,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,10,14,26,31
R56.8,Andra och ospecificerade kramper,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
R57.0,Kardiogen chock,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
R57.9,"Chock, ospecificerad",Kv,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,3,5,13,11,13
,,M,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,4,5,8,9,-
R58,Blödning som ej klassificeras annorstädes,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
R63.3,Dåliga matvanor,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
