"Tabell 4A: Döda januari-juni 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,2,-
M70.2,Olekranonbursit,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
M72.6,"Nekrotiserande fasciit",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-
M79.0,"Reumatism, ospecificerad",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-
M80-M85,"Rubbningar i bentäthet och benstruktur",Kv,25,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,4,6,9,3
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,4,4,1
M80.9,"Ospecificerad osteoporos med patologisk fraktur",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,5,2
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1
M81.9,"Osteoporos, ospecificerad",Kv,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,4,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,-
M84.3,"Stressfraktur som ej klassificeras på annan plats",Kv,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
M84.4,"Patologisk fraktur som ej klassificeras på annan plats",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
M86-M90,"Andra sjukdomar i benvävnad",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,3,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-
M86.1,"Annan akut osteomyelit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
M86.6,"Annan specificerad kronisk osteomyelit",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
M86.9,"Osteomyelit, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
"N00 - N99","KAP XIV. SJUKDOMAR I URIN- OCH KÖNSORGANEN",Kv,336,-,-,-,-,-,-,-,-,-,-,-,2,-,5,10,22,25,54,63,95,60
,,M,389,-,-,-,-,-,-,-,-,-,-,-,3,1,8,16,39,52,75,97,60,38
N00-N08,Glomerulussjukdomar,Kv,11,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,-,3,2,2,-
,,M,14,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,5,3,1,1,-
N00.9,"Akut glomerulonefrit-Ospecificerad morfologisk förändring",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N02.2,"Recidiverande och bestående hematuri (blod i urinen)-Diffus membranös glomerulonefrit",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N02.8,"Recidiverande och bestående hematuri (blod i urinen)-Annan specificerad morfologisk förändring",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-
N03.1,"Kronisk glomerulonefrit-Fokala och segmentella glomerulära skador",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
N03.2,"Kronisk glomerulonefrit-Diffus membranös glomerulonefrit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
N03.5,"Kronisk glomerulonefrit-Diffus mesangiokapillär glomerulonefrit",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N03.7,"Kronisk glomerulonefrit-Diffus crescentisk glomerulonefrit",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
N03.9,"Kronisk glomerulonefrit-Ospecificerad morfologisk förändring",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-
N04.9,"Nefrotiskt syndrom-Ospecificerad morfologisk förändring",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N05.1,"Ospecificerad glomerulonefrit-Fokala och segmentella glomerulära skador",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N05.9,"Ospecificerad glomerulonefrit-Ospecificerad morfologisk förändring",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
N10-N16,"Tubulo-interstitiella njursjukdomar",Kv,35,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,5,3,8,5,9,4
,,M,15,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,2,1,4,3,2
N10,"Akut tubulo-interstitiell nefrit",Kv,24,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,5,1,6,2,5,4
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,1,1,2,2
N11.1,"Kronisk obstruktiv pyelonefrit",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
N11.9,"Kronisk tubulo-interstitiell nefrit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N12,"Tubulo-interstitiell nefrit, ej specificerad som akut eller kronisk",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
N13.1,"Hydronefros orsakad av uretärstriktur som ej klassificeras på annan plats",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N13.3,"Annan och ospecificerad hydronefros",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N13.6,Pyonefros,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N13.9,"Uropati orsakad av avflödeshinder och reflux, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N15.9,"Tubulo-interstitiell njursjukdom, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N17-N19,Njursvikt,Kv,184,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,9,13,27,33,56,38
,,M,244,-,-,-,-,-,-,-,-,-,-,-,2,1,4,9,29,27,45,66,37,24
N17.9,"Akut njursvikt, ospecificerad",Kv,22,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,6,5,4,3
,,M,22,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,5,3,5,2,1
N18.3,"Kronisk njursvikt, stadium 3",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N18.4,"Kronisk njursvikt, stadium 4",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,5,1
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,3,1
N18.5,"Kronisk njursvikt, stadium 5",Kv,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,3,3,1,2
,,M,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,3,3,3,1,1
N18.9,"Kronisk njursvikt, ospecificerad",Kv,118,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,8,15,22,39,27
,,M,167,-,-,-,-,-,-,-,-,-,-,-,1,-,3,4,23,17,32,43,27,17
N19,"Njursvikt, icke specificerad som akut eller kronisk",Kv,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,7,5
,,M,29,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,2,2,6,8,4,4
N20-N23,"Sten i urinvägarna",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,2,1,1
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,3,2,1,-,-
N20.0,Njursten,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,1,1,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,-,-
N20.1,Uretärsten,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
N20.2,"Njursten med uretärsten",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N20.9,"Sten i urinvägarna, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
N21.0,"Sten i urinblåsan",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N25-N29,"Andra sjukdomar i njure och urinledare",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N28.1,Njurcysta,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
N28.9,"Sjukdom i njure och uretär, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N30-N39,"Andra sjukdomar i urinorganen",Kv,87,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,6,13,20,25,16
,,M,77,-,-,-,-,-,-,-,-,-,-,-,1,-,1,4,5,13,18,17,11,7
N30.0,"Akut cystit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
N30.9,"Cystit, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N31.9,"Neuromuskulär blåsfunktionsrubbning, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N32.1,"Vesikointestinal fistel",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
N32.2,"Blåsfistel som ej klassificeras på annan plats",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N32.4,"Icke-traumatisk blåsruptur",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N32.8,"Andra specificerade sjukdomar i urinblåsan",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
N39.0,"Urinvägsinfektion, utan angiven lokalisation",Kv,83,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,5,13,20,25,15
,,M,68,-,-,-,-,-,-,-,-,-,-,-,1,-,1,4,4,12,14,16,9,7
N40-N51,"Sjukdomar i de manliga könsorganen",M,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,6,7,8,5
N40,Prostataförstoring,M,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,6,7,5
N45.9,"Orkit, epididymit och epididymo-orkit utan abscess",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N49.8,"Inflammatoriska sjukdomar i andra specificerade manliga könsorgan",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
N50.8,"Andra specificerade sjukdomar i de manliga könsorganen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N70-N77,"Inflammatoriska sjukdomar i de kvinnliga bäckenorganen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
N73.9,"Inflammatorisk sjukdom i det kvinnliga bäckenet, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
N80-N98,"Icke inflammatoriska sjukdomar i de kvinnliga könsorganen",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,2,1
N81.1,"Cystocele hos kvinna",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
N81.4,"Uterovaginal prolaps, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N81.9,"Genital prolaps hos kvinna, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
N83.2,"Andra och ospecificerade ovarialcystor",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N93.9,"Onormal blödning från uterus och vagina, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N95.0,"Postmenopausal blödning",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-
"O00 - O99","KAP XV. GRAVIDITET, FÖRLOSSNING OCH BARNSÄNGSTID",Kv,4,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,1,-,-,-,-,-
O00-O08,"Graviditet som avslutas med abort",Kv,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
O00.1,"Graviditet i äggledaren",Kv,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
O60-O75,"Komplikationer vid värkarbete och förlossning",Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
O75.4,"Andra komplikationer till obstetriska ingrepp",Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
O95-O99,"Andra obstetriska tillstånd som ej klassificeras annorstädes",Kv,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
O97.0,"Död av följdtillstånd efter direkt obstetrisk orsak",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
O98.5,"Andra virussjukdomar hos modern som komplicerar graviditet, förlossning och barnsängstid",Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"P00 - P96","KAP XVI. VISSA PERINATALA TILLSTÅND",Kv,22,21,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,40,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P00-P04,"Foster och nyfödd som påverkats av tillstånd hos modern och av komplikationer vid graviditet, värkarbete och förlossning",Kv,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.1,"Foster och nyfödd som påverkats av andra former av placentaavlossning och placentablödning",M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.3,"Foster och nyfödd som påverkats av placentalt transfusionssyndrom",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P02.7,"Foster och nyfödd som påverkats av korioamnionit",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P05-P08,"Sjukdomar som har samband med graviditetslängd och fostertillväxt",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P05.9,"Ospecificerad retarderad fostertillväxt",M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P07.2,"Höggradigt underburet barn",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P20-P29,"Sjukdomar i andningsorgan och cirkulationsorgan specifika för den perinatala perioden",Kv,8,7,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P20.9,"Intrauterin hypoxi, ospecificerad",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P21.0,"Svår asfyxi vid förlossningen",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P21.9,"Asfyxi vid förlossningen, ospecificerad",Kv,4,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P22.0,"Respiratory distress syndrome hos nyfödd",M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P23.8,"Medfödd pneumoni orsakad av andra specificerade organismer",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P25.0,"Interstitiellt emfysem under den perinatala perioden",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P28.0,"Primär atelektas hos nyfödd",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P28.4,"Annan apné hos nyfödd",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P29.3,"Kvardröjande fostercirkulation",M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P29.9,"Ospecificerad sjukdom i cirkulationsorganen under den perinatala perioden",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P35-P39,"Infektioner specifika för den perinatala perioden",Kv,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.5,"Sepsis hos nyfödd orsakad av anaerober",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P36.9,"Ospecificerad bakteriell sepsis hos nyfödd",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P37.9,"Medfödd infektionssjukdom och parasitsjukdom, ospecificerad",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P39.8,"Andra specificerade infektioner specifika för den perinatala perioden",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P39.9,"Infektion specifik för den perinatala perioden, ospecificerad",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P50-P61,"Blödningssjukdomar och blodsjukdomar hos foster och nyfödd",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P52.4,"Intracerebral, icke-traumatisk blödning hos foster och nyfödd",M,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P61.8,"Andra specificerade blodsjukdomar under den perinatala perioden",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P75-P78,"Sjukdomar i matsmältningsorganen hos foster och nyfödd",Kv,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P77,"Nekrotiserande enterokolit (tarminflammation med vävnadsdöd) hos foster och nyfödd",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P78.0,"Tarmperforation hos foster och nyfödd",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P78.9,"Ospecificerad sjukdom i matsmältningsorganen hos foster och nyfödd",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P80-P83,"Tillstånd som engagerar hud och temperaturreglering hos foster och nyfödd",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P83.2,"Hydrops fetalis som ej beror på hemolytisk sjukdom",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Q00 - Q99","KAP XVII. MEDFÖDDA MISSBILDNINGAR, DEFORMITETER OCH KROMOSOMAVVIKELSER",Kv,64,22,2,-,1,2,1,-,2,-,2,1,9,6,5,4,2,4,-,1,-,-
,,M,79,15,5,1,1,1,3,1,1,1,5,6,4,12,7,5,6,2,2,-,1,-
Q00-Q07,"Medfödda missbildningar av nervsystemet",Kv,6,1,1,-,-,-,-,-,1,-,1,-,1,1,-,-,-,-,-,-,-,-
,,M,10,1,1,-,-,1,2,-,1,-,1,-,1,-,1,-,-,-,1,-,-,-
Q01.9,"Encefalocele, ospecificerat",M,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q02,"Mikrocefali (liten hjärna)",Kv,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
,,M,5,1,-,-,-,1,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Q03.1,"Atresi av foramina Magendi och Luschkae",Kv,2,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-
Q03.9,"Medfödd hydrocefalus, ospecificerad",M,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Q04.9,"Medfödd missbildning av hjärnan, ospecificerad",Kv,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q05.4,"Ospecificerad spina bifida med hydrocefalus",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
Q05.9,"Spina bifida, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Q07.0,"Arnold-Chiaris syndrom",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
Q20-Q28,"Medfödda missbildningar av cirkulationsorganen",Kv,9,5,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,1,-,-
,,M,16,2,2,-,1,-,-,1,-,1,2,3,-,2,-,-,1,-,1,-,-,-
Q21.1,Förmaksseptumdefekt,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-
Q21.3,"Fallots tetrad",M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q21.8,"Andra specificerade medfödda missbildningar av hjärtskiljeväggar",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Q22.5,"Ebsteins anomali",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q23.3,"Medfödd mitralisinsufficiens",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
Q23.4,"Hypoplastiskt vänsterkammarsyndrom",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q24.5,Kranskärlsmissbildning,M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Q24.9,"Medfödd hjärtmissbildning, ospecificerad",Kv,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,5,-,-,-,1,-,-,-,-,1,1,-,-,2,-,-,-,-,-,-,-,-
Q25.1,"Coarctatio aortae",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q27.9,"Medfödd missbildning av det perifera kärlsystemet, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
Q28.2,"Arteriovenös missbildning av cerebrala kärl",M,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q28.3,"Andra missbildningar av cerebrala kärl",M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Q28.9,"Medfödd missbildning av cirkulationsorganen, ospecificerad",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q30-Q34,"Medfödda missbildningar av andningsorganen",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q33.6,"Hypoplasi och dysplasi av lunga",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q33.9,"Medfödd missbildning av lunga, ospecificerad",M,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q38-Q45,"Andra medfödda missbildningar av matsmältningsorganen",M,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q41.1,"Medfödd avsaknad, atresi och stenos av jejunum",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q41.9,"Medfödd avsaknad, atresi och stenos av ospecificerad del av tunntarmen",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
